brand,nome,preco,revenda,ano
Royal Enfield,Meteor 350,367763,181425.28,2016
Bajaj,Avenger 220,384754,286829.36,2019
TVS,Apache RTR 160,379646,265639.91,2017
Yamaha,Ray ZR,352289,256623.52,2016
Bajaj,Dominar 400,234322,94896.16,2022
KTM,125 Duke,378911,228002.34,2018
Hero,Glamour,372050,206355.99,2015
TVS,Sport,166363,87881.71,2023
TVS,NTorq 125,95709,50797.14,2017
Kawasaki,Ninja 400,250174,147274.25,2017
Bajaj,Platina 110,266547,205057.1,2017
Yamaha,Fascino 125,231546,122629.45,2019
Kawasaki,Vulcan S,208293,93074.51,2016
Royal Enfield,Hunter 350,276824,151175.05,2016
Kawasaki,Ninja 300,235249,101225.26,2017
Bajaj,Platina 110,177851,78686.03,2017
TVS,NTorq 125,312965,187801.13,2020
Yamaha,MT-15,244919,117413.7,2022
Royal Enfield,Meteor 350,103416,43195.42,2015
Hero,Passion Pro,289898,195551.6,2024
Kawasaki,Ninja 300,175761,103683.06,2019
Yamaha,FZ V3,98569,69720.18,2023
KTM,390 Adventure,62850,44642.91,2023
Royal Enfield,Himalayan,232367,155813.49,2017
Kawasaki,Ninja 300,181843,118700.8,2015
Kawasaki,Ninja 300,211407,104579.97,2016
Hero,Glamour,262744,173228.11,2018
Honda,Unicorn,171353,126311.16,2016
KTM,390 Adventure,144741,63529.32,2022
Honda,Dio,370481,173744.48,2023
Bajaj,Dominar 400,334036,229831.41,2021
TVS,Ronin,114764,76427.63,2020
Yamaha,Fascino 125,349961,254859.74,2024
Honda,Dio,233081,95044.89,2018
Bajaj,CT 100,382105,236764.74,2019
Hero,Passion Pro,260419,132505.45,2022
TVS,Ronin,257631,135359.93,2022
Kawasaki,Vulcan S,225812,170859.85,2020
Royal Enfield,Interceptor 650,169327,119887.55,2016
Royal Enfield,Meteor 350,232576,154606.56,2016
Yamaha,FZ V3,88394,54465.78,2016
Yamaha,Ray ZR,359217,282505.91,2021
TVS,Sport,381980,262432.6,2019
Kawasaki,Ninja 300,205708,88921.82,2023
Yamaha,R15 V4,160852,73345.45,2019
Bajaj,CT 100,299121,172028.27,2015
Yamaha,MT-15,109880,54794.56,2019
Bajaj,CT 100,168372,70169.17,2020
Bajaj,CT 100,216288,103902.97,2022
Kawasaki,Ninja 400,116541,55474.5,2015
Honda,Shine,304998,140799.26,2018
Hero,Splendor Plus,225481,112163.46,2021
Honda,Shine,66832,27805.64,2020
KTM,125 Duke,108115,69220.06,2015
Honda,CBR 650R,55835,29253.13,2018
Hero,Xtreme 160R,134960,70171.51,2019
Hero,Xtreme 160R,346580,170853.9,2022
Hero,Passion Pro,89854,68962.03,2024
TVS,Jupiter,380558,226843.78,2016
Honda,CBR 650R,148173,104561.41,2021
Yamaha,Ray ZR,238302,101004.51,2020
Yamaha,FZ V3,377848,256433.19,2015
Royal Enfield,Hunter 350,207174,137986.06,2018
Royal Enfield,Himalayan,308391,130781.23,2016
Honda,Unicorn,341458,212331.78,2024
Bajaj,Pulsar 150,230023,129927.8,2020
Honda,CBR 650R,241438,177605.95,2017
TVS,Ronin,143558,92784.39,2023
Yamaha,FZ V3,354663,202790.37,2017
Kawasaki,Vulcan S,161376,95123.87,2022
Honda,CBR 650R,214826,104142.76,2021
KTM,250 Duke,129860,94229.64,2021
Royal Enfield,Himalayan,235727,131607.93,2018
Royal Enfield,Meteor 350,62907,41456.4,2015
Yamaha,FZ V3,61809,40886.44,2024
Hero,Glamour,242153,168665.55,2018
Kawasaki,Versys 650,221728,133551.81,2022
KTM,250 Duke,172002,122396.32,2016
Royal Enfield,Hunter 350,196488,100571.53,2016
Yamaha,Fascino 125,69250,51135.28,2023
Yamaha,Ray ZR,194883,84780.07,2020
Royal Enfield,Himalayan,146952,89713.34,2019
Royal Enfield,Meteor 350,344566,251556.63,2019
Bajaj,Avenger 220,196286,81857.85,2022
Kawasaki,Versys 650,318728,174605.23,2017
Royal Enfield,Meteor 350,176397,112703.36,2021
Honda,Activa,375947,270932.56,2019
KTM,390 Adventure,344518,205985.95,2018
Kawasaki,Vulcan S,160714,119841.0,2016
Bajaj,Dominar 400,140690,84032.32,2024
Yamaha,Fascino 125,388467,282785.22,2019
Honda,Dio,309056,130293.63,2017
Yamaha,FZ V3,300701,156290.66,2016
Yamaha,MT-15,82210,48329.64,2022
TVS,Apache RTR 160,367648,245849.5,2020
Bajaj,Avenger 220,202896,150401.84,2022
KTM,125 Duke,85875,55509.14,2022
TVS,Jupiter,297659,195609.83,2017
Hero,Passion Pro,199404,102133.48,2023
KTM,250 Duke,205979,163235.75,2022
KTM,250 Duke,332877,164708.21,2021
Hero,Glamour,200210,133418.39,2022
Royal Enfield,Himalayan,141917,95056.31,2021
Hero,Passion Pro,107834,74836.11,2023
Yamaha,Fascino 125,186896,75438.71,2019
Royal Enfield,Hunter 350,184948,106970.79,2020
Honda,Activa,233992,95464.74,2024
Yamaha,R15 V4,123280,59480.88,2019
TVS,Sport,142587,105641.34,2019
Bajaj,Platina 110,234640,106012.03,2015
Yamaha,R15 V4,308721,228909.06,2017
Honda,Activa,177450,74568.94,2023
Honda,Activa,88988,59399.4,2020
Bajaj,Pulsar 150,359560,254851.67,2017
Bajaj,CT 100,232184,156631.26,2024
Kawasaki,Z650,71035,41300.95,2021
TVS,Jupiter,161063,97937.67,2023
TVS,Apache RTR 160,379357,281382.56,2020
Honda,Activa,208553,109105.63,2022
Kawasaki,Versys 650,140693,65393.06,2019
TVS,Sport,322354,149357.6,2024
Bajaj,Dominar 400,228777,166954.64,2021
Honda,CBR 650R,155664,108228.35,2023
Honda,Shine,176242,107958.16,2017
Honda,Activa,382223,179213.78,2020
Royal Enfield,Classic 350,103326,60426.45,2021
Yamaha,Fascino 125,370269,206154.54,2017
KTM,RC 390,51175,32631.5,2016
Bajaj,Dominar 400,190374,79728.96,2016
Honda,Shine,262481,162268.6,2024
Bajaj,Platina 110,76380,36908.29,2024
Honda,CBR 650R,72345,48885.96,2016
KTM,125 Duke,58115,35095.69,2017
TVS,Ronin,234842,140011.72,2022
Kawasaki,Vulcan S,307923,213706.46,2022
Yamaha,Ray ZR,176957,140616.72,2024
Honda,Dio,79578,56690.73,2024
Bajaj,Avenger 220,317109,235214.16,2024
Yamaha,Ray ZR,61653,38703.0,2018
Honda,Shine,168279,129146.67,2019
Hero,Passion Pro,265716,152776.0,2021
KTM,250 Duke,333361,178756.01,2024
Yamaha,FZ V3,170625,134770.85,2019
Kawasaki,Vulcan S,159997,114169.36,2020
Bajaj,Pulsar 150,263883,178253.65,2022
Yamaha,MT-15,54492,43441.77,2016
Hero,HF Deluxe,211157,99315.8,2020
Royal Enfield,Classic 350,50187,30535.86,2022
KTM,125 Duke,137501,56611.45,2017
Kawasaki,Ninja 300,260354,125970.45,2019
Kawasaki,Versys 650,180921,117466.24,2017
TVS,NTorq 125,353654,275124.3,2022
Honda,Shine,362871,231631.43,2018
KTM,390 Adventure,363317,219643.89,2016
Bajaj,Dominar 400,214695,164539.91,2022
Honda,Unicorn,199317,108599.38,2016
Yamaha,MT-15,101413,66397.93,2016
Kawasaki,Ninja 400,298754,128290.47,2018
Kawasaki,Ninja 300,185339,125990.46,2020
Royal Enfield,Meteor 350,58172,36261.51,2020
Kawasaki,Z650,275694,147449.5,2023
Honda,Dio,124469,74726.87,2021
TVS,Ronin,256609,120648.01,2024
Bajaj,Platina 110,348988,209829.06,2019
KTM,Duke 200,291700,209068.67,2017
TVS,Sport,182642,103583.65,2018
Royal Enfield,Meteor 350,106187,48053.3,2020
TVS,Jupiter,170015,119849.58,2023
TVS,NTorq 125,101404,44024.67,2017
Honda,Dio,65502,35207.64,2015
Kawasaki,Ninja 400,110272,81948.02,2019
TVS,Sport,233807,185381.37,2021
Yamaha,Fascino 125,387487,275274.81,2015
Honda,Dio,218700,170747.65,2020
KTM,125 Duke,312759,172423.69,2017
KTM,390 Adventure,341557,211336.34,2015
Hero,Glamour,392015,303709.03,2017
Royal Enfield,Meteor 350,341531,210575.19,2017
Bajaj,Avenger 220,88220,62788.34,2020
Kawasaki,Z650,369156,253886.62,2023
Bajaj,Dominar 400,325460,168144.51,2019
Bajaj,Pulsar 150,167460,121901.48,2022
KTM,Duke 200,145232,98571.37,2018
Royal Enfield,Hunter 350,305342,131973.61,2018
Honda,Unicorn,202495,113488.91,2016
TVS,Ronin,107614,74285.02,2019
Yamaha,FZ V3,254936,161478.07,2021
Kawasaki,Vulcan S,307589,181269.68,2024
Kawasaki,Ninja 300,112786,49650.53,2017
Honda,Activa,279718,181361.65,2015
Kawasaki,Ninja 300,291372,148545.86,2018
KTM,250 Duke,306571,212919.77,2024
KTM,Duke 200,132658,84045.91,2016
KTM,125 Duke,306029,166968.39,2023
Honda,CBR 650R,142682,77207.18,2017
Yamaha,MT-15,92829,42934.94,2017
KTM,390 Adventure,316509,203958.7,2019
KTM,390 Adventure,165570,118007.64,2017
Royal Enfield,Hunter 350,279507,176495.37,2020
Hero,Passion Pro,199943,125082.88,2017
Honda,Shine,375703,198704.47,2024
Yamaha,FZ V3,59215,44320.06,2018
Bajaj,Dominar 400,307627,236547.09,2018
Royal Enfield,Hunter 350,163307,101996.69,2016
Hero,HF Deluxe,279095,143817.39,2020
Yamaha,R15 V4,85485,64557.14,2016
KTM,250 Duke,156752,66337.66,2017
Honda,Unicorn,191343,131732.64,2023
Kawasaki,Ninja 300,313332,213977.88,2022
Bajaj,Platina 110,225365,106039.05,2015
Kawasaki,Z650,275199,154888.66,2019
TVS,Apache RTR 160,268969,170249.43,2022
Hero,Passion Pro,285446,150205.35,2023
TVS,Sport,135077,77300.14,2022
Honda,Dio,86810,46318.83,2024
Royal Enfield,Interceptor 650,364894,158600.63,2016
Bajaj,Avenger 220,309871,223324.22,2019
TVS,NTorq 125,176346,75460.35,2019
Honda,Activa,253988,172006.15,2018
TVS,Jupiter,67909,52920.3,2019
Royal Enfield,Meteor 350,176193,94215.23,2016
TVS,Ronin,118604,87647.33,2024
Honda,Unicorn,334696,185571.8,2023
TVS,Apache RTR 160,220358,164081.94,2024
Honda,Shine,152676,104479.19,2022
KTM,125 Duke,188535,97096.64,2022
Yamaha,Fascino 125,289529,219773.32,2020
TVS,Sport,124854,89912.84,2023
Honda,Dio,147997,61801.74,2017
Royal Enfield,Meteor 350,287647,189976.3,2020
Hero,Passion Pro,195637,140292.73,2017
KTM,Duke 200,266871,155859.54,2024
Royal Enfield,Hunter 350,78822,54578.92,2018
TVS,Sport,105774,45227.46,2023
Honda,CBR 650R,325892,232294.52,2016
KTM,125 Duke,353022,200173.94,2016
Hero,Glamour,367274,158926.81,2022
Royal Enfield,Meteor 350,72922,54089.91,2022
Yamaha,Fascino 125,123013,66031.47,2024
Yamaha,MT-15,240851,173564.05,2015
TVS,Apache RTR 160,304346,127786.19,2016
TVS,Ronin,124197,61749.36,2017
Bajaj,Dominar 400,381553,268984.66,2017
Kawasaki,Versys 650,389105,215292.95,2021
Yamaha,FZ V3,341294,192021.62,2023
Kawasaki,Ninja 300,69473,52102.85,2021
Royal Enfield,Meteor 350,238208,147401.27,2024
Bajaj,Platina 110,206056,153829.17,2017
Yamaha,Ray ZR,237699,167101.95,2020
TVS,Sport,186666,106036.69,2016
Bajaj,CT 100,234902,98495.37,2017
Royal Enfield,Meteor 350,62623,40859.16,2020
KTM,Duke 200,185436,112237.07,2018
TVS,Apache RTR 160,258152,182265.18,2023
Royal Enfield,Meteor 350,278745,134549.41,2017
Yamaha,R15 V4,307457,196857.11,2022
Yamaha,R15 V4,67760,53063.69,2019
Yamaha,R15 V4,324972,194146.67,2017
TVS,Apache RTR 160,139609,64283.39,2018
Hero,HF Deluxe,192796,117611.84,2024
Kawasaki,Versys 650,61118,26896.52,2019
Royal Enfield,Interceptor 650,187100,134276.29,2016
TVS,NTorq 125,335459,221498.72,2017
Bajaj,CT 100,224266,167899.96,2023
KTM,125 Duke,79336,40931.26,2023
TVS,Ronin,291701,211640.44,2020
Bajaj,Avenger 220,301065,177318.59,2024
Hero,HF Deluxe,125939,98518.98,2017
KTM,250 Duke,105167,62744.79,2020
Kawasaki,Z650,328628,249151.51,2017
Kawasaki,Vulcan S,60733,40252.7,2023
KTM,250 Duke,299235,131319.74,2023
Yamaha,MT-15,323337,216565.17,2017
TVS,Sport,99544,40319.3,2022
Bajaj,CT 100,214385,101456.98,2018
Hero,HF Deluxe,192029,110533.97,2023
Bajaj,CT 100,218496,122493.55,2019
Royal Enfield,Classic 350,295437,203868.08,2017
KTM,125 Duke,79417,41209.3,2019
Yamaha,Fascino 125,353934,142250.46,2018
KTM,390 Adventure,263805,144117.81,2023
Royal Enfield,Interceptor 650,137473,67717.73,2021
Yamaha,FZ V3,95670,45064.56,2017
Hero,Xtreme 160R,362178,281584.49,2015
TVS,Ronin,341537,214058.57,2018
Royal Enfield,Interceptor 650,235142,154906.6,2017
Kawasaki,Ninja 400,196660,81744.11,2023
Honda,Activa,333242,162791.02,2015
Honda,Activa,57561,27436.95,2022
Honda,Dio,132506,73050.51,2020
KTM,RC 390,229340,177164.32,2018
Honda,Unicorn,322946,137657.75,2019
Royal Enfield,Classic 350,350809,170329.36,2024
TVS,Apache RTR 160,132158,89920.76,2024
Royal Enfield,Classic 350,350409,150865.26,2015
Yamaha,Ray ZR,242152,171164.67,2019
Yamaha,MT-15,254980,164770.34,2024
Kawasaki,Z650,212325,137689.89,2017
Royal Enfield,Classic 350,154485,111024.94,2021
Hero,Glamour,372425,162499.52,2023
TVS,Sport,360954,164586.62,2020
TVS,Sport,54816,22485.85,2015
Kawasaki,Vulcan S,374998,188770.32,2018
Hero,Splendor Plus,274009,189038.17,2018
KTM,Duke 200,115101,83901.38,2015
Hero,Xtreme 160R,242605,114815.25,2015
KTM,390 Adventure,183273,137820.45,2015
Yamaha,MT-15,208201,129270.78,2019
Hero,Passion Pro,101186,57289.08,2021
Bajaj,Pulsar 150,216066,128867.78,2016
Bajaj,Pulsar 150,365279,177508.24,2015
Honda,Activa,288858,181234.35,2020
Bajaj,CT 100,147533,112579.0,2024
Kawasaki,Ninja 300,184955,144181.74,2021
Kawasaki,Ninja 400,317128,230842.21,2017
Honda,Activa,242969,119200.57,2018
KTM,390 Adventure,312311,139165.74,2018
Bajaj,Dominar 400,229483,93821.26,2015
Honda,Unicorn,275565,122091.37,2022
Bajaj,Platina 110,275461,147274.83,2024
TVS,Sport,372092,168522.31,2020
TVS,NTorq 125,117100,80656.36,2018
Honda,Shine,368606,224873.75,2021
Royal Enfield,Hunter 350,355199,262795.16,2022
Yamaha,R15 V4,178454,106022.89,2019
KTM,RC 390,215916,155883.23,2016
Bajaj,Avenger 220,149086,112238.28,2016
KTM,250 Duke,202537,131355.24,2017
Hero,HF Deluxe,207646,119334.13,2021
Yamaha,MT-15,336860,206890.89,2018
KTM,Duke 200,333832,182264.5,2020
Honda,Shine,105915,62853.44,2021
Yamaha,R15 V4,353511,156072.52,2022
Yamaha,Fascino 125,295580,130489.09,2017
KTM,Duke 200,131883,60444.84,2018
Bajaj,Platina 110,322421,199063.02,2021
Honda,Shine,327427,146538.99,2019
KTM,390 Adventure,382637,246694.24,2019
Royal Enfield,Himalayan,239337,127794.71,2019
Royal Enfield,Interceptor 650,142627,104305.69,2023
Bajaj,Avenger 220,74384,45687.92,2023
Hero,Splendor Plus,368014,261748.7,2017
TVS,Ronin,226693,155455.8,2022
Yamaha,Ray ZR,75478,41264.38,2017
TVS,Ronin,385993,277658.98,2018
Kawasaki,Vulcan S,219211,133903.68,2019
Hero,Passion Pro,142460,93731.05,2022
KTM,250 Duke,160203,65942.91,2016
Hero,Passion Pro,93075,69751.26,2022
Yamaha,Ray ZR,216634,166486.97,2024
Yamaha,Ray ZR,103339,81875.89,2020
Yamaha,FZ V3,288983,138436.14,2016
Yamaha,MT-15,230550,137664.83,2021
Bajaj,CT 100,144782,115244.64,2023
KTM,RC 390,119648,60695.73,2023
Yamaha,MT-15,208620,137511.38,2017
Kawasaki,Ninja 300,245708,137924.15,2016
Bajaj,Dominar 400,364810,193793.0,2018
TVS,Sport,224102,111554.27,2024
TVS,Sport,78490,40620.42,2016
TVS,Apache RTR 160,129669,82744.09,2018
Bajaj,Dominar 400,52516,23126.65,2024
Hero,Xtreme 160R,155897,106555.46,2018
Bajaj,CT 100,267796,171236.1,2017
Hero,Xtreme 160R,229777,172178.71,2021
Bajaj,Dominar 400,138139,72674.46,2019
Yamaha,Fascino 125,201234,133245.76,2019
Hero,Glamour,164171,87548.01,2020
Bajaj,Avenger 220,153275,73657.72,2023
Royal Enfield,Meteor 350,101997,74318.27,2020
TVS,NTorq 125,68300,54551.94,2018
Hero,Splendor Plus,383781,187983.2,2019
Royal Enfield,Classic 350,67220,38562.27,2018
Honda,Dio,94293,58031.59,2016
Hero,Xtreme 160R,297387,169236.73,2016
Kawasaki,Vulcan S,313295,136433.43,2015
Hero,Splendor Plus,294115,212103.12,2019
Honda,Dio,385316,157446.85,2022
TVS,Ronin,226199,114312.6,2016
Royal Enfield,Himalayan,53636,31557.27,2015
Hero,Glamour,270221,162339.2,2016
Yamaha,MT-15,165049,100908.69,2024
Kawasaki,Ninja 300,188757,99143.09,2020
TVS,Jupiter,135785,61611.39,2019
KTM,Duke 200,293741,149178.28,2024
Yamaha,Fascino 125,243164,126050.87,2019
Kawasaki,Ninja 400,58852,30188.18,2019
TVS,NTorq 125,351820,236315.24,2021
Honda,Shine,128608,96567.9,2020
Hero,HF Deluxe,346048,175212.08,2015
Bajaj,Platina 110,85481,42520.39,2024
Royal Enfield,Hunter 350,79840,58209.63,2023
TVS,NTorq 125,166089,127790.92,2023
Kawasaki,Ninja 300,163233,74140.15,2017
Bajaj,Avenger 220,297771,153203.27,2015
Kawasaki,Ninja 300,350461,247010.68,2021
Hero,Xtreme 160R,197655,114063.54,2019
KTM,Duke 200,275481,217624.21,2020
Kawasaki,Ninja 400,312965,241891.54,2017
Kawasaki,Ninja 300,348597,192401.43,2022
Hero,Passion Pro,235585,122542.23,2017
Bajaj,CT 100,267779,204903.09,2023
Bajaj,Platina 110,136004,84735.95,2022
Royal Enfield,Classic 350,230194,157496.89,2019
Hero,Xtreme 160R,171165,89654.14,2020
Bajaj,Avenger 220,368428,264823.37,2023
Yamaha,R15 V4,289007,186301.76,2019
Kawasaki,Vulcan S,236714,113434.59,2023
Royal Enfield,Classic 350,307245,135593.05,2015
TVS,Jupiter,112019,64540.63,2022
TVS,NTorq 125,69990,47612.68,2018
Bajaj,Pulsar 150,221644,99480.08,2016
Royal Enfield,Hunter 350,346064,138645.53,2021
Yamaha,Ray ZR,351565,152014.29,2015
KTM,390 Adventure,283576,159702.26,2023
KTM,125 Duke,277462,144698.27,2020
Bajaj,Dominar 400,87726,44181.5,2024
KTM,RC 390,238428,131681.26,2023
Kawasaki,Ninja 300,80550,37288.93,2016
Hero,Splendor Plus,77837,42422.31,2024
Bajaj,CT 100,269171,171313.31,2021
Bajaj,CT 100,311371,242886.23,2021
Royal Enfield,Classic 350,343018,233731.94,2021
KTM,RC 390,257190,165949.48,2024
Honda,Unicorn,380396,255245.82,2023
TVS,Jupiter,369216,243303.62,2020
TVS,Apache RTR 160,144565,86786.8,2024
Royal Enfield,Himalayan,92795,46824.97,2015
Hero,HF Deluxe,313855,249975.03,2022
Bajaj,Avenger 220,114965,55073.2,2017
Yamaha,R15 V4,139677,67765.76,2015
Yamaha,MT-15,284385,115128.47,2021
Yamaha,R15 V4,86122,40894.27,2015
KTM,390 Adventure,267181,115569.42,2016
Yamaha,Fascino 125,303600,137220.69,2021
KTM,Duke 200,133757,82415.94,2016
TVS,NTorq 125,318006,156253.31,2015
Yamaha,MT-15,374170,285624.51,2018
Royal Enfield,Interceptor 650,59041,43829.52,2024
TVS,NTorq 125,220783,109342.93,2019
KTM,RC 390,158811,118545.15,2017
KTM,125 Duke,128823,68996.61,2017
Royal Enfield,Hunter 350,129339,91508.53,2017
Royal Enfield,Himalayan,176949,106461.88,2022
Royal Enfield,Hunter 350,355573,225750.48,2019
Kawasaki,Ninja 300,252777,155802.9,2021
Honda,Activa,155216,70788.32,2015
Kawasaki,Z650,195824,140257.89,2016
Bajaj,Platina 110,368458,203323.42,2015
KTM,125 Duke,52608,33121.79,2024
Bajaj,Pulsar 150,241156,99610.41,2015
Royal Enfield,Interceptor 650,365106,196203.41,2022
KTM,125 Duke,68292,43682.99,2015
Hero,Xtreme 160R,75113,46509.9,2015
TVS,Ronin,52665,21814.81,2015
Hero,HF Deluxe,274558,113057.69,2015
Yamaha,R15 V4,381252,161145.89,2019
KTM,Duke 200,311663,133606.1,2022
Royal Enfield,Himalayan,61742,39628.51,2018
Hero,HF Deluxe,202491,156829.51,2019
Hero,Xtreme 160R,352786,185912.7,2017
Hero,HF Deluxe,224202,165872.35,2019
Honda,CBR 650R,274409,189624.37,2024
Bajaj,Platina 110,89400,38334.28,2022
Yamaha,Fascino 125,210635,125680.31,2017
Hero,Passion Pro,204563,121125.05,2019
TVS,Jupiter,274712,163460.86,2021
Royal Enfield,Meteor 350,92980,68091.97,2017
Honda,CBR 650R,370113,252559.61,2018
Kawasaki,Vulcan S,101198,41557.39,2018
Royal Enfield,Hunter 350,95269,59950.7,2020
Royal Enfield,Classic 350,52987,25042.66,2018
Yamaha,MT-15,186474,140853.19,2018
Honda,Unicorn,311119,229998.88,2015
Honda,Unicorn,360610,172757.5,2017
Kawasaki,Z650,270173,184574.82,2015
Kawasaki,Vulcan S,176803,130785.94,2020
Royal Enfield,Hunter 350,221764,99619.15,2015
Royal Enfield,Himalayan,392262,165879.37,2018
Honda,Activa,274468,203024.94,2024
Royal Enfield,Hunter 350,311149,240614.82,2022
Royal Enfield,Himalayan,278934,210935.95,2020
KTM,125 Duke,200947,104005.02,2023
Honda,Dio,200284,158734.48,2020
Royal Enfield,Interceptor 650,178547,71583.61,2019
Hero,Xtreme 160R,67541,48668.39,2022
Kawasaki,Ninja 400,80147,61493.67,2021
Hero,Passion Pro,209523,100330.46,2020
Royal Enfield,Himalayan,393036,289889.86,2022
Yamaha,R15 V4,374594,189731.45,2023
Honda,CBR 650R,320505,215224.07,2019
Royal Enfield,Classic 350,115502,80959.08,2019
Bajaj,Platina 110,247929,190561.88,2020
TVS,NTorq 125,218776,169308.82,2024
Kawasaki,Ninja 400,102220,69881.87,2023
KTM,250 Duke,233257,179660.18,2015
Kawasaki,Ninja 300,194234,145954.25,2019
Kawasaki,Z650,226473,116019.09,2020
Honda,Activa,169289,68410.47,2023
Honda,Activa,347423,262744.61,2015
Honda,Unicorn,52697,41040.35,2017
Hero,Splendor Plus,376481,237190.11,2015
Bajaj,Platina 110,67859,45768.04,2018
TVS,Apache RTR 160,99932,55735.43,2021
Hero,Passion Pro,348927,193088.5,2021
Kawasaki,Z650,270495,208192.84,2022
Kawasaki,Ninja 300,187503,121362.78,2015
KTM,Duke 200,177699,124299.29,2017
KTM,250 Duke,153025,64655.82,2017
Bajaj,Platina 110,95870,63766.75,2021
TVS,Ronin,394917,162229.88,2022
TVS,Sport,240827,191424.46,2019
Yamaha,Ray ZR,199523,108115.08,2022
Royal Enfield,Meteor 350,351427,157510.87,2018
Kawasaki,Versys 650,357017,148777.52,2019
Yamaha,MT-15,351917,277337.49,2017
KTM,RC 390,265890,114648.19,2018
Kawasaki,Versys 650,221895,130574.96,2022
Royal Enfield,Interceptor 650,189089,95754.72,2018
Royal Enfield,Meteor 350,239282,167000.15,2021
Hero,Passion Pro,327113,223830.21,2024
Royal Enfield,Meteor 350,185964,100066.24,2021
KTM,250 Duke,256007,140801.7,2024
Kawasaki,Z650,392547,186770.06,2023
Honda,Activa,290626,149969.94,2016
Hero,Glamour,279276,197776.91,2019
Yamaha,MT-15,326580,141051.33,2023
Hero,Xtreme 160R,332911,250640.0,2021
Royal Enfield,Himalayan,218237,155049.26,2023
KTM,RC 390,132009,97394.42,2022
Kawasaki,Versys 650,285856,169488.25,2021
Yamaha,Ray ZR,393210,280842.48,2015
Kawasaki,Z650,138772,91501.65,2015
Yamaha,MT-15,80359,47710.5,2020
KTM,RC 390,253552,123681.76,2016
Kawasaki,Ninja 300,134995,98118.24,2018
Honda,Unicorn,364244,256158.05,2016
Royal Enfield,Classic 350,215989,93619.67,2016
KTM,RC 390,159810,127825.24,2023
Honda,Dio,387540,214775.03,2024
TVS,Apache RTR 160,226142,169717.83,2021
Yamaha,Ray ZR,175125,78665.53,2020
KTM,125 Duke,195606,109460.56,2023
Honda,Dio,83320,35729.76,2016
KTM,125 Duke,148679,81876.44,2019
Honda,Unicorn,279578,128730.91,2019
Honda,Activa,149866,69230.14,2018
Kawasaki,Z650,307851,136408.92,2023
KTM,RC 390,221020,111340.16,2017
TVS,Apache RTR 160,131130,80089.51,2018
Honda,Dio,134201,54353.92,2020
Bajaj,Dominar 400,332854,210951.57,2022
Honda,Dio,150779,108620.08,2020
Royal Enfield,Interceptor 650,53430,36029.92,2024
TVS,Ronin,141440,108852.87,2019
Bajaj,Dominar 400,284433,145249.38,2023
KTM,RC 390,129914,92917.39,2019
Hero,HF Deluxe,386075,276704.36,2024
Yamaha,FZ V3,191953,139104.12,2020
KTM,390 Adventure,390790,191040.46,2023
Hero,Passion Pro,367628,228549.44,2020
TVS,Jupiter,247206,163006.91,2021
Honda,Dio,299488,232345.36,2021
Bajaj,Pulsar 150,111427,66090.34,2018
Royal Enfield,Himalayan,203925,94941.84,2015
Honda,Shine,122064,76695.44,2020
Bajaj,CT 100,192922,128816.09,2016
Yamaha,MT-15,232429,107519.35,2016
Yamaha,Fascino 125,57324,44355.54,2020
Hero,Passion Pro,193758,77891.66,2016
Hero,Glamour,98773,60348.67,2020
Kawasaki,Ninja 400,368321,226572.78,2018
Honda,Shine,344616,190078.94,2024
Royal Enfield,Hunter 350,216113,89151.83,2017
KTM,390 Adventure,286670,170160.5,2020
Hero,Splendor Plus,320381,169208.0,2018
Yamaha,FZ V3,226677,155847.73,2019
Royal Enfield,Meteor 350,56391,30574.39,2015
Yamaha,Ray ZR,318244,198525.23,2024
Kawasaki,Vulcan S,177451,133555.31,2016
Hero,Glamour,143192,92622.07,2023
TVS,NTorq 125,348910,212711.83,2024
Honda,CBR 650R,301933,186148.85,2016
Bajaj,Dominar 400,362812,231215.03,2016
Hero,Xtreme 160R,78640,49424.84,2015
Yamaha,Ray ZR,254622,128567.32,2019
Royal Enfield,Hunter 350,219423,133870.31,2016
Royal Enfield,Himalayan,79639,44846.1,2016
Royal Enfield,Meteor 350,125088,84091.63,2020
Bajaj,Platina 110,341938,145893.67,2023
KTM,125 Duke,395609,311653.6,2016
TVS,Ronin,59235,27486.0,2015
Bajaj,CT 100,67971,50492.57,2015
Hero,Glamour,101984,72434.31,2017
Yamaha,Ray ZR,84017,54916.95,2018
Yamaha,Fascino 125,365427,279626.41,2024
KTM,RC 390,272795,194603.43,2019
Bajaj,Avenger 220,227757,118668.34,2021
Honda,Dio,147277,80731.31,2021
Kawasaki,Ninja 300,132798,57829.48,2024
Royal Enfield,Interceptor 650,331886,208376.4,2015
Honda,Shine,364886,184459.2,2017
KTM,125 Duke,316986,141037.2,2023
KTM,390 Adventure,325983,135568.44,2024
Yamaha,FZ V3,386607,222851.98,2018
Kawasaki,Ninja 300,351364,188383.57,2022
TVS,NTorq 125,207602,111719.1,2016
Kawasaki,Versys 650,254456,195164.74,2020
TVS,NTorq 125,219182,169050.21,2024
Hero,Glamour,378391,274749.14,2024
TVS,NTorq 125,290595,173216.16,2021
Kawasaki,Ninja 300,134405,75389.44,2017
Yamaha,Fascino 125,251359,132031.18,2015
KTM,390 Adventure,122289,83035.03,2018
Yamaha,MT-15,155016,71379.42,2020
Hero,HF Deluxe,244425,184807.23,2017
Royal Enfield,Hunter 350,214715,103645.65,2024
